Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,Segment
12387.0,410,9,143.94,1,1,1,3,Others
12388.0,11,146,3901.11,4,4,4,12,Champions
12389.0,398,49,1433.33,1,2,3,6,At Risk
12390.0,75,32,549.84,3,2,2,7,At Risk
12391.0,17,281,2773.42,4,4,4,12,Champions
12392.0,586,7,234.75000000000003,1,1,1,3,Others
12393.0,67,107,2399.4500000000003,3,3,4,10,Champions
12394.0,59,27,1272.48,3,2,3,8,Loyal
12395.0,14,254,5067.27,4,4,4,12,Champions
12396.0,669,65,931.43,1,3,3,7,At Risk
12397.0,31,126,2409.9,3,3,4,10,Champions
12398.0,41,85,1635.6599999999999,3,3,3,9,Loyal
12399.0,115,110,1962.3,2,3,3,8,Loyal
12400.0,409,11,205.25,1,1,1,3,Others
12401.0,298,5,84.3,2,1,1,4,Others
12402.0,318,70,1256.9,2,3,3,8,Loyal
12403.0,45,9,1019.36,3,1,3,7,At Risk
12404.0,677,1,63.24,1,1,1,3,Others
12405.0,144,54,1710.39,2,3,3,8,Loyal
12406.0,17,166,6390.36,4,4,4,12,Champions
12407.0,45,77,1708.1200000000001,3,3,3,9,Loyal
12408.0,28,159,4340.7699999999995,3,4,4,11,Champions
12409.0,74,264,23419.29,3,4,4,11,Champions
12410.0,304,40,1013.71,2,2,3,7,At Risk
12411.0,405,22,346.9,1,2,2,5,At Risk
12412.0,70,127,2596.93,3,3,4,10,Champions
12413.0,62,51,999.45,3,2,3,8,Loyal
12414.0,212,28,952.41,2,2,3,7,At Risk
12415.0,19,926,144458.37,4,4,4,12,Champions
12416.0,652,11,202.56,1,1,1,3,Others
12417.0,34,350,6447.18,3,4,4,11,Champions
12418.0,108,102,2021.2,2,3,3,8,Loyal
12419.0,381,25,503.01,1,2,2,5,At Risk
12420.0,59,29,600.39,3,2,2,7,At Risk
12421.0,11,65,1098.6,4,3,3,10,Champions
12422.0,91,172,5231.8,3,4,4,11,Champions
12423.0,96,148,2413.75,3,4,4,11,Champions
12424.0,158,92,3340.03,2,3,4,9,Loyal
12425.0,73,91,1741.41,3,3,3,9,Loyal
12426.0,190,77,1345.21,2,3,3,8,Loyal
12427.0,17,41,1129.3,4,2,3,9,Loyal
12428.0,21,294,7956.46,4,4,4,12,Champions
12429.0,4,173,7485.91,4,4,4,12,Champions
12430.0,38,11,256.4,3,1,1,5,At Risk
12431.0,31,405,10857.97,3,4,4,11,Champions
12432.0,38,108,5059.32,3,3,4,10,Champions
12433.0,4,640,17942.57,4,4,4,12,Champions
12434.0,80,70,1103.43,3,3,3,9,Loyal
12435.0,75,112,13925.93,3,3,4,10,Champions
12436.0,95,16,509.01,3,1,2,6,At Risk
12437.0,4,560,12517.5,4,4,4,12,Champions
12438.0,9,98,2906.85,4,3,4,11,Champions
12439.0,678,72,1158.18,1,3,3,7,At Risk
12440.0,458,32,859.2,1,2,2,5,At Risk
12441.0,362,22,347.1,2,2,2,6,At Risk
12443.0,727,21,485.31,1,1,2,4,Others
12444.0,16,176,5005.46,4,4,4,12,Champions
12445.0,17,24,434.98,4,2,2,8,Loyal
12446.0,53,57,1002.3100000000001,3,3,3,9,Loyal
12447.0,238,26,476.49,2,2,2,6,At Risk
12448.0,39,22,449.45,3,2,2,7,At Risk
12449.0,17,201,4835.89,4,4,4,12,Champions
12450.0,151,37,688.2,2,2,2,6,At Risk
12451.0,6,511,12669.88,4,4,4,12,Champions
12452.0,12,22,430.57,4,2,2,8,Loyal
12453.0,129,43,707.09,2,2,2,6,At Risk
12454.0,51,40,16679.78,3,2,4,9,Loyal
12455.0,68,227,5879.95,3,4,4,11,Champions
12456.0,39,125,3181.04,3,3,4,10,Champions
12457.0,62,84,2995.91,3,3,4,10,Champions
12458.0,66,84,1777.49,3,3,3,9,Loyal
12459.0,600,23,454.36,1,2,2,5,At Risk
12460.0,451,18,326.65,1,1,1,3,Others
12461.0,89,35,826.88,3,2,2,7,At Risk
12462.0,14,62,1189.59,4,3,3,10,Champions
12463.0,48,83,1344.78,3,3,3,9,Loyal
12464.0,5,29,1212.05,4,2,3,9,Loyal
12465.0,12,47,742.1899999999999,4,2,2,8,Loyal
12466.0,677,1,56.73,1,1,1,3,Others
12467.0,418,9,132.8,1,1,1,3,Others
12468.0,183,150,3670.74,2,4,4,10,Champions
12469.0,518,76,3070.54,1,3,4,8,Loyal
12470.0,685,23,211.95,1,2,1,4,Others
12471.0,6,1099,37725.28,4,4,4,12,Champions
12472.0,27,911,17880.59,3,4,4,11,Champions
12473.0,24,168,3938.5499999999997,4,4,4,12,Champions
12474.0,12,710,12424.45,4,4,4,12,Champions
12475.0,49,61,1149.64,3,3,3,9,Loyal
12476.0,11,516,14115.41,4,4,4,12,Champions
12477.0,18,564,20276.37,4,4,4,12,Champions
12479.0,6,31,527.2,4,2,2,8,Loyal
12480.0,23,242,5464.85,4,4,4,12,Champions
12481.0,18,391,12361.39,4,4,4,12,Champions
12482.0,571,204,23691.4,1,4,4,9,Loyal
12483.0,12,139,5120.58,4,3,4,11,Champions
12484.0,28,475,6370.15,3,4,4,11,Champions
12485.0,524,34,708.1,1,2,2,5,At Risk
12486.0,427,49,1037.28,1,2,3,6,At Risk
12487.0,726,2,285.29999999999995,1,1,1,3,Others
12488.0,5,55,1298.66,4,3,3,10,Champions
12489.0,332,15,334.93,2,1,1,4,Others
12490.0,13,436,9361.34,4,4,4,12,Champions
12491.0,34,26,460.40000000000003,3,2,2,7,At Risk
12492.0,58,42,715.21,3,2,2,7,At Risk
12493.0,161,22,433.74,2,2,2,6,At Risk
12494.0,11,111,1872.8700000000001,4,3,3,10,Champions
12495.0,636,17,357.4,1,1,2,4,Others
12496.0,615,13,54.09,1,1,1,3,Others
12497.0,77,57,6248.5,3,3,4,10,Champions
12498.0,17,23,403.70000000000005,4,2,2,8,Loyal
12499.0,555,27,393.72,1,2,2,5,At Risk
12500.0,18,146,5955.21,4,4,4,12,Champions
12501.0,332,149,2169.39,2,4,3,9,Loyal
12502.0,91,147,3723.87,3,4,4,11,Champions
12503.0,579,2,1126.0,1,1,3,5,At Risk
12504.0,13,20,779.05,4,1,2,7,At Risk
12505.0,404,42,955.2,1,2,3,6,At Risk
12506.0,228,23,73.5,2,2,1,5,At Risk
12507.0,129,49,1844.06,2,2,3,7,At Risk
12508.0,21,69,398.27,4,3,2,9,Loyal
12509.0,279,7,176.5,2,1,1,4,Others
12510.0,138,145,5178.02,2,4,4,10,Champions
12511.0,424,190,3084.02,1,4,4,9,Loyal
12512.0,61,34,138.03,3,2,1,6,At Risk
12513.0,108,35,612.29,2,2,2,6,At Risk
12514.0,262,84,1597.76,2,3,3,8,Loyal
12515.0,348,16,383.7,2,1,2,5,At Risk
12516.0,73,74,2648.62,3,3,4,10,Champions
12517.0,23,284,2502.84,4,4,4,12,Champions
12518.0,24,106,1717.75,4,3,3,10,Champions
12519.0,59,40,726.54,3,2,2,7,At Risk
12520.0,74,152,2634.26,3,4,4,11,Champions
12521.0,138,38,599.68,2,2,2,6,At Risk
12522.0,34,12,192.72,3,1,1,5,At Risk
12523.0,15,250,4372.15,4,4,4,12,Champions
12524.0,4,240,11126.11,4,4,4,12,Champions
12525.0,493,60,973.73,1,3,3,7,At Risk
12526.0,49,58,1039.58,3,3,3,9,Loyal
12527.0,77,32,735.51,3,2,2,7,At Risk
12528.0,4,92,1933.48,4,3,3,10,Champions
12529.0,524,21,316.48,1,1,1,3,Others
12530.0,55,158,3759.26,3,4,4,11,Champions
12531.0,10,127,1933.2,4,3,3,10,Champions
12532.0,25,16,349.83000000000004,4,1,2,7,At Risk
12533.0,623,72,1367.89,1,3,3,7,At Risk
12534.0,126,63,1089.18,2,3,3,8,Loyal
12535.0,87,34,716.35,3,2,2,7,At Risk
12536.0,38,261,12601.830000000002,3,4,4,11,Champions
12537.0,404,43,732.94,1,2,2,5,At Risk
12538.0,24,34,640.45,4,2,2,8,Loyal
12539.0,17,504,11214.75,4,4,4,12,Champions
12540.0,15,771,22254.49,4,4,4,12,Champions
12541.0,25,52,981.18,4,2,3,9,Loyal
12542.0,479,39,481.88,1,2,2,5,At Risk
12543.0,443,43,980.25,1,2,3,6,At Risk
12544.0,31,19,372.7,3,1,2,6,At Risk
12545.0,70,50,1000.39,3,2,3,8,Loyal
12546.0,42,69,1161.5,3,3,3,9,Loyal
12547.0,193,21,383.58,2,1,2,5,At Risk
12548.0,161,5,95.19999999999999,2,1,1,4,Others
12549.0,571,49,1575.68,1,2,3,6,At Risk
12550.0,74,57,964.83,3,3,3,9,Loyal
12551.0,353,10,168.0,2,1,1,4,Others
12552.0,34,20,437.82,3,1,2,6,At Risk
12553.0,3,238,4608.75,4,4,4,12,Champions
12554.0,444,26,468.5,1,2,2,5,At Risk
12555.0,677,1,129.23,1,1,1,3,Others
12556.0,46,121,603.71,3,3,2,8,Loyal
12557.0,11,58,18716.14,4,3,4,11,Champions
12558.0,3,11,269.96,4,1,1,6,At Risk
12559.0,306,21,561.71,2,1,2,5,At Risk
12560.0,107,77,1436.31,2,3,3,8,Loyal
12561.0,298,16,238.85,2,1,1,4,Others
12562.0,3,207,4966.92,4,4,4,12,Champions
12563.0,404,13,249.24,1,1,1,3,Others
12564.0,256,21,456.9,2,1,2,5,At Risk
12565.0,284,9,145.92,2,1,1,4,Others
12566.0,81,19,351.65,3,1,2,6,At Risk
12567.0,18,639,13709.86,4,4,4,12,Champions
12568.0,640,5,70.0,1,1,1,3,Others
12569.0,3,165,3704.86,4,4,4,12,Champions
12570.0,677,1,77.52,1,1,1,3,Others
12571.0,35,34,519.61,3,2,2,7,At Risk
12572.0,4,60,1020.42,4,3,3,10,Champions
12573.0,222,119,717.41,2,3,2,7,At Risk
12574.0,311,11,218.45,2,1,1,4,Others
12575.0,453,38,622.8199999999999,1,2,2,5,At Risk
12576.0,31,142,2142.72,3,4,3,10,Champions
12577.0,30,302,1653.75,3,4,3,10,Champions
12578.0,16,172,4642.45,4,4,4,12,Champions
12579.0,73,29,440.42,3,2,2,7,At Risk
12580.0,242,58,1052.9,2,3,3,8,Loyal
12581.0,35,15,197.71,3,1,1,5,At Risk
12582.0,234,103,1980.4,2,3,3,8,Loyal
12583.0,14,447,13752.67,4,4,4,12,Champions
12584.0,13,88,2137.7000000000003,4,3,3,10,Champions
12585.0,229,87,2040.1,2,3,3,8,Loyal
12586.0,12,94,2062.67,4,3,3,10,Champions
12587.0,3,4,144.0,4,1,1,6,At Risk
12588.0,34,46,958.78,3,2,3,8,Loyal
12589.0,24,180,4695.66,4,4,4,12,Champions
12590.0,206,68,9864.26,2,3,4,9,Loyal
12591.0,312,69,1352.15,2,3,3,8,Loyal
12592.0,87,81,2582.66,3,3,4,10,Champions
12593.0,104,21,418.09999999999997,2,1,2,5,At Risk
12594.0,33,199,5090.110000000001,3,4,4,11,Champions
12595.0,500,19,299.02,1,1,1,3,Others
12596.0,47,27,618.27,3,2,2,7,At Risk
12597.0,14,206,3811.22,4,4,4,12,Champions
12598.0,5,206,4534.09,4,4,4,12,Champions
12599.0,24,133,2296.72,4,3,4,11,Champions
12600.0,24,132,5043.92,4,3,4,11,Champions
12601.0,185,34,681.26,2,2,2,6,At Risk
12602.0,54,12,153.12,3,1,1,5,At Risk
12603.0,17,2,739.1999999999999,4,1,2,7,At Risk
12604.0,74,16,254.18,3,1,1,5,At Risk
12605.0,371,76,1232.95,2,3,3,8,Loyal
12606.0,677,1,21.0,1,1,1,3,Others
12607.0,55,101,1579.51,3,3,3,9,Loyal
12608.0,400,16,415.79,1,1,2,4,Others
12609.0,73,175,3435.86,3,4,4,11,Champions
12610.0,18,106,2099.54,4,3,3,10,Champions
12611.0,48,65,1193.32,3,3,3,9,Loyal
12612.0,69,19,704.0400000000001,3,1,2,6,At Risk
12613.0,52,327,6835.07,3,4,4,11,Champions
12614.0,273,20,315.6,2,1,1,4,Others
12615.0,32,250,5318.13,3,4,4,11,Champions
12616.0,90,54,1131.1,3,3,3,9,Loyal
12617.0,24,42,355.53,4,2,2,8,Loyal
12618.0,17,11,177.31,4,1,1,6,At Risk
12619.0,11,100,3781.38,4,3,4,11,Champions
12620.0,10,92,1339.41,4,3,3,10,Champions
12621.0,19,713,23587.61,4,4,4,12,Champions
12622.0,227,11,180.1,2,1,1,4,Others
12623.0,271,173,3747.84,2,4,4,10,Champions
12624.0,101,38,641.13,3,2,2,7,At Risk
12625.0,207,183,5164.88,2,4,4,10,Champions
12626.0,18,294,6620.48,4,4,4,12,Champions
12627.0,6,230,4478.53,4,4,4,12,Champions
12628.0,28,28,571.21,3,2,2,7,At Risk
12629.0,381,45,1558.22,1,2,3,6,At Risk
12630.0,5,64,1270.88,4,3,3,10,Champions
12631.0,52,183,3481.57,3,4,4,11,Champions
12632.0,516,35,804.88,1,2,2,5,At Risk
12633.0,54,306,5678.16,3,4,4,11,Champions
12634.0,531,20,490.0,1,1,2,4,Others
12635.0,85,179,2930.41,3,4,4,11,Champions
12636.0,734,1,141.0,1,1,1,3,Others
12637.0,62,635,8340.31,3,4,4,11,Champions
12638.0,29,48,921.49,3,2,3,8,Loyal
12639.0,234,64,1312.37,2,3,3,8,Loyal
12640.0,19,53,1174.58,4,2,3,9,Loyal
12641.0,110,10,185.9,2,1,1,4,Others
12642.0,20,47,1013.26,4,2,3,9,Loyal
12643.0,124,52,8350.42,2,2,4,8,Loyal
12644.0,125,111,1918.49,2,3,3,8,Loyal
12645.0,29,160,3539.3,3,4,4,11,Champions
12646.0,45,24,731.6899999999999,3,2,2,7,At Risk
12647.0,18,550,17924.35,4,4,4,12,Champions
12648.0,150,65,1112.0,2,3,3,8,Loyal
12649.0,102,118,2294.65,2,3,4,9,Loyal
12651.0,330,30,377.75,2,2,2,6,At Risk
12652.0,326,51,1017.03,2,2,3,7,At Risk
12653.0,144,86,4160.83,2,3,4,9,Loyal
12654.0,6,38,601.98,4,2,2,8,Loyal
12655.0,419,16,261.35,1,1,1,3,Others
12656.0,12,247,6407.83,4,4,4,12,Champions
12657.0,6,47,1643.18,4,2,3,9,Loyal
12658.0,14,36,686.05,4,2,2,8,Loyal
12659.0,25,5,91.68,4,1,1,6,At Risk
12660.0,6,13,245.1,4,1,1,6,At Risk
12661.0,431,11,162.0,1,1,1,3,Others
12662.0,18,393,6763.07,4,4,4,12,Champions
12663.0,620,10,239.4,1,1,1,3,Others
12664.0,3,45,6070.04,4,2,4,10,Champions
12665.0,320,17,313.6,2,1,1,4,Others
12666.0,389,31,1248.42,1,2,3,6,At Risk
12667.0,53,33,620.13,3,2,2,7,At Risk
12668.0,7,539,11444.68,4,4,4,12,Champions
12669.0,146,101,2744.0299999999997,2,3,4,9,Loyal
12670.0,5,115,3760.29,4,3,4,11,Champions
12671.0,601,45,2622.481,1,2,4,7,At Risk
12672.0,325,22,437.05,2,2,2,6,At Risk
12673.0,322,55,840.4,2,3,2,7,At Risk
12674.0,34,83,1970.6,3,3,3,9,Loyal
12675.0,549,113,958.5,1,3,3,7,At Risk
12676.0,20,107,2843.09,4,3,4,11,Champions
12677.0,550,21,395.1,1,1,2,4,Others
12678.0,38,376,34281.18,3,4,4,11,Champions
12679.0,54,48,1113.02,3,2,3,8,Loyal
12680.0,69,37,613.36,3,2,2,7,At Risk
12681.0,10,1465,30868.28,4,4,4,12,Champions
12682.0,4,1009,23397.28,4,4,4,12,Champions
12683.0,45,506,11899.3,3,4,4,11,Champions
12684.0,3,105,2283.63,4,3,3,10,Champions
12685.0,23,157,2863.08,4,4,4,12,Champions
12686.0,367,14,178.28,2,1,1,4,Others
12687.0,476,126,2138.91,1,3,3,7,At Risk
12688.0,109,171,4873.8099999999995,2,4,4,10,Champions
12689.0,21,72,1247.61,4,3,3,10,Champions
12690.0,201,16,389.01,2,1,2,5,At Risk
12691.0,23,39,1170.4,4,2,3,9,Loyal
12692.0,632,13,110.95,1,1,1,3,Others
12693.0,122,79,1703.02,2,3,3,8,Loyal
12694.0,66,83,1843.35,3,3,3,9,Loyal
12695.0,2,59,1407.1200000000001,4,3,3,10,Champions
12696.0,430,49,851.91,1,2,2,5,At Risk
12697.0,24,41,957.59,4,2,3,9,Loyal
12698.0,585,16,339.75,1,1,1,3,Others
12699.0,413,41,638.11,1,2,2,5,At Risk
12700.0,3,268,4939.99,4,4,4,12,Champions
12701.0,75,147,2446.41,3,4,4,11,Champions
12702.0,15,12,219.0,4,1,1,6,At Risk
12703.0,66,74,1006.53,3,3,3,9,Loyal
12704.0,3,88,2340.84,4,3,4,11,Champions
12705.0,10,599,11762.1,4,4,4,12,Champions
12707.0,287,33,603.42,2,2,2,6,At Risk
12708.0,25,310,5314.1,4,4,4,12,Champions
12709.0,10,500,31093.34,4,4,4,12,Champions
12710.0,92,77,1149.02,3,3,3,9,Loyal
12711.0,607,60,1339.05,1,3,3,7,At Risk
12712.0,24,276,7193.66,4,4,4,12,Champions
12714.0,4,696,14093.71,4,4,4,12,Champions
12715.0,101,21,353.86,3,1,2,6,At Risk
12716.0,128,45,677.9,2,2,2,6,At Risk
12717.0,146,71,1308.91,2,3,3,8,Loyal
12718.0,66,19,238.25,3,1,1,5,At Risk
12719.0,60,18,283.6,3,1,1,5,At Risk
12720.0,10,490,7878.2,4,4,4,12,Champions
12721.0,27,239,4013.08,3,4,4,11,Champions
12722.0,80,53,997.63,3,2,3,8,Loyal
12723.0,11,64,647.79,4,3,2,9,Loyal
12724.0,77,121,2109.2799999999997,3,3,3,9,Loyal
12725.0,366,130,2694.56,2,3,4,9,Loyal
12726.0,23,179,4014.6,4,4,4,12,Champions
12727.0,6,203,5679.53,4,4,4,12,Champions
12728.0,66,61,1070.17,3,3,3,9,Loyal
12729.0,109,26,453.01,2,2,2,6,At Risk
12730.0,517,47,829.25,1,2,2,5,At Risk
12731.0,19,393,25775.71,4,4,4,12,Champions
12732.0,175,12,236.26000000000002,2,1,1,4,Others
12733.0,229,157,2424.87,2,4,4,10,Champions
12734.0,348,19,639.65,2,1,2,5,At Risk
12735.0,310,43,779.5699999999999,2,2,2,6,At Risk
12736.0,328,4,234.0,2,1,1,4,Others
12737.0,494,2,3710.5,1,1,4,6,At Risk
12738.0,367,22,310.7,2,2,1,5,At Risk
12739.0,74,89,2726.73,3,3,4,10,Champions
12740.0,59,27,427.6,3,2,2,7,At Risk
12741.0,524,16,406.07,1,1,2,4,Others
12742.0,621,67,1201.52,1,3,3,7,At Risk
12743.0,129,134,546.43,2,3,2,7,At Risk
12744.0,47,339,25317.06,3,4,4,11,Champions
12745.0,482,23,925.41,1,2,3,6,At Risk
12746.0,536,17,254.55,1,1,1,3,Others
12747.0,17,250,8838.039999999999,4,4,4,12,Champions
12748.0,1,7021,55844.23,4,4,4,12,Champions
12749.0,18,299,6134.3,4,4,4,12,Champions
12750.0,124,15,275.88,2,1,1,4,Others
12751.0,440,62,268.27,1,3,1,5,At Risk
12752.0,76,53,4366.78,3,2,4,9,Loyal
12753.0,18,197,21429.39,4,4,4,12,Champions
12754.0,231,63,3010.74,2,3,4,9,Loyal
12755.0,276,64,9030.66,2,3,4,9,Loyal
12756.0,82,4,112.07999999999998,3,1,1,5,At Risk
12757.0,11,371,7857.1,4,4,4,12,Champions
12758.0,112,313,9903.24,2,4,4,10,Champions
12759.0,47,302,5020.74,3,4,4,11,Champions
12760.0,451,21,347.8,1,1,2,4,Others
12761.0,453,27,782.95,1,2,2,5,At Risk
12762.0,3,69,1898.52,4,3,3,10,Champions
12763.0,133,34,814.16,2,2,2,6,At Risk
12764.0,312,45,1693.88,2,2,3,7,At Risk
12765.0,467,68,1404.58,1,3,3,7,At Risk
12766.0,53,433,9349.85,3,4,4,11,Champions
12767.0,371,43,949.82,2,2,3,7,At Risk
12768.0,446,10,168.69000000000003,1,1,1,3,Others
12769.0,234,32,1143.6,2,2,3,7,At Risk
12770.0,206,28,3246.45,2,2,4,8,Loyal
12771.0,481,15,282.3,1,1,1,3,Others
12772.0,55,55,892.47,3,3,3,9,Loyal
12773.0,559,6,124.25,1,1,1,3,Others
12774.0,531,6,98.7,1,1,1,3,Others
12775.0,12,81,1686.12,4,3,3,10,Champions
12776.0,663,4,55.5,1,1,1,3,Others
12777.0,453,26,519.45,1,2,2,5,At Risk
12778.0,15,114,1775.68,4,3,3,10,Champions
12779.0,33,277,6722.2699999999995,3,4,4,11,Champions
12780.0,594,20,337.4,1,1,1,3,Others
12781.0,59,25,826.74,3,2,2,7,At Risk
12782.0,145,213,4365.99,2,4,4,10,Champions
12783.0,28,67,1825.33,3,3,3,9,Loyal
12784.0,4,131,1804.75,4,3,3,10,Champions
12785.0,359,56,1100.4,2,3,3,8,Loyal
12786.0,605,18,728.5,1,1,2,4,Others
12787.0,5,44,862.18,4,2,2,8,Loyal
12788.0,458,26,444.9,1,2,2,5,At Risk
12789.0,60,8,273.35,3,1,1,5,At Risk
12790.0,187,37,591.85,2,2,2,6,At Risk
12791.0,369,30,1056.1100000000001,2,2,3,7,At Risk
12792.0,252,47,827.01,2,2,2,6,At Risk
12793.0,330,51,1017.33,2,2,3,7,At Risk
12794.0,48,45,860.41,3,2,2,7,At Risk
12795.0,14,14,430.48,4,1,2,7,At Risk
12796.0,623,7,381.0,1,1,2,4,Others
12797.0,361,43,806.11,2,2,2,6,At Risk
12798.0,5,33,8510.93,4,2,4,10,Champions
12799.0,524,15,219.35,1,1,1,3,Others
12800.0,465,34,584.25,1,2,2,5,At Risk
12801.0,496,50,1071.82,1,2,3,6,At Risk
12802.0,182,138,2416.42,2,3,4,9,Loyal
12803.0,388,55,1092.81,1,3,3,7,At Risk
12804.0,461,67,327.02,1,3,1,5,At Risk
12805.0,377,58,1434.95,1,3,3,7,At Risk
12806.0,430,67,2878.96,1,3,4,8,Loyal
12807.0,378,16,330.35,1,1,1,3,Others
12808.0,32,54,906.1,3,3,3,9,Loyal
12809.0,173,81,1755.94,2,3,3,8,Loyal
12810.0,530,32,534.99,1,2,2,5,At Risk
12811.0,256,56,1033.9,2,3,3,8,Loyal
12812.0,40,15,229.64000000000001,3,1,1,5,At Risk
12813.0,497,45,1687.8,1,2,3,6,At Risk
12814.0,97,2,125.92,3,1,1,5,At Risk
12815.0,143,47,1063.46,2,2,3,7,At Risk
12816.0,91,29,572.2,3,2,2,7,At Risk
12817.0,276,25,690.98,2,2,2,6,At Risk
12818.0,257,14,1542.08,2,1,3,6,At Risk
12819.0,453,19,540.52,1,1,2,4,Others
12820.0,39,147,2479.17,3,4,4,11,Champions
12821.0,209,13,220.8,2,1,1,4,Others
12822.0,66,46,948.88,3,2,3,8,Loyal
12823.0,70,18,6501.5,3,1,4,8,Loyal
12824.0,55,25,397.12,3,2,2,7,At Risk
12825.0,516,24,518.63,1,2,2,5,At Risk
12826.0,24,159,2813.15,4,4,4,12,Champions
12827.0,1,25,430.15000000000003,4,2,2,8,Loyal
12828.0,3,51,935.09,4,2,3,9,Loyal
12829.0,332,19,385.3,2,1,2,5,At Risk
12830.0,33,38,6814.64,3,2,4,9,Loyal
12831.0,258,22,451.11,2,2,2,6,At Risk
12832.0,27,27,383.03,3,2,2,7,At Risk
12833.0,140,24,417.38,2,2,2,6,At Risk
12834.0,278,18,312.38,2,1,1,4,Others
12835.0,423,620,6043.31,1,4,4,9,Loyal
12836.0,54,414,6585.62,3,4,4,11,Champions
12837.0,168,92,688.41,2,3,2,7,At Risk
12838.0,29,423,3398.48,3,4,4,11,Champions
12839.0,7,545,9319.34,4,4,4,12,Champions
12840.0,139,176,4041.97,2,4,4,10,Champions
12841.0,10,673,7389.67,4,4,4,12,Champions
12842.0,65,48,1917.99,3,2,3,8,Loyal
12843.0,61,221,6588.41,3,4,4,11,Champions
12844.0,24,103,648.6,4,3,2,9,Loyal
12845.0,262,27,354.09,2,2,2,6,At Risk
12846.0,677,1,15.58,1,1,1,3,Others
12847.0,17,126,1636.8999999999999,4,3,3,10,Champions
12848.0,671,16,208.0,1,1,1,3,Others
12849.0,26,148,3090.56,4,4,4,12,Champions
12850.0,441,2,330.0,1,1,1,3,Others
12851.0,92,80,284.13,3,3,1,7,At Risk
12852.0,290,17,311.55,2,1,1,4,Others
12853.0,130,148,3907.5,2,4,4,10,Champions
12854.0,74,265,2994.02,3,4,4,11,Champions
12855.0,368,70,650.9399999999999,2,3,2,7,At Risk
12856.0,3,314,2179.93,4,4,3,11,Champions
12857.0,206,121,3688.0,2,3,4,9,Loyal
12858.0,379,49,177.92,1,2,1,4,Others
12859.0,454,21,575.1,1,1,2,4,Others
12860.0,688,17,55.47,1,1,1,3,Others
12861.0,615,4,68.25,1,1,1,3,Others
12862.0,421,133,1008.3199999999999,1,3,3,7,At Risk
12863.0,47,48,2792.5499999999997,3,2,4,9,Loyal
12864.0,134,7,299.57,2,1,1,4,Others
12865.0,21,195,3323.47,4,4,4,12,Champions
12866.0,278,63,1227.35,2,3,3,8,Loyal
12867.0,21,1063,7913.29,4,4,4,12,Champions
12868.0,181,146,2247.06,2,4,3,9,Loyal
12869.0,677,37,337.66999999999996,1,2,1,4,Others
12870.0,370,93,1676.95,2,3,3,8,Loyal
12871.0,79,18,744.02,3,1,2,6,At Risk
12872.0,322,436,3685.4900000000002,2,4,4,10,Champions
12873.0,277,35,2027.3,2,2,3,7,At Risk
12874.0,380,48,948.42,1,2,3,6,At Risk
12875.0,138,8,1356.99,2,1,3,6,At Risk
12876.0,53,170,4081.79,3,4,4,11,Champions
12877.0,19,269,2855.51,4,4,4,12,Champions
12878.0,232,47,854.99,2,2,2,6,At Risk
12879.0,40,10,573.22,3,1,2,6,At Risk
12880.0,377,36,640.13,1,2,2,5,At Risk
12881.0,271,7,298.0,2,1,1,4,Others
